adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,/2Ik3z4q8m9Dmv1S3ES4AXPYj8we.jpg,"{'id': 944433, 'name': 'Die Afrika-Trilogie', 'poster_path': None, 'backdrop_path': None}",0,"[{'id': 10751, 'name': 'Family'}, {'id': 10770, 'name': 'TV Movie'}]",,73904,tt1233187,['DE'],de,Afrika im Herzen,"Full of idealism, doctor Katrin Berger runs a bush hospital in Namibia together with her colleague Sam. Sensitive Sam feels much more than just collegial friendship for Katrin, but just as he is about to finally reveal his feelings to her, the urbane Stefan, the twin brother of Katrin's late husband, turns up unexpectedly. He claims to be in Africa as part of a humanitarian project. Sam alone seems to sense immediately that Stefan is playing a false game - or is it just his jealousy of his charming rival?",1.3635,/wGb6gOL94BHbcyWqNl8UbuS7Lhh.jpg,"[{'id': 1251, 'logo_path': '/fc0O0mvjl8PbHgZXXY2VgPYos1Z.png', 'name': 'ARD', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2008-12-22,0,0,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Afrika im Herzen,False,4.0,4
False,,,0,"[{'id': 99, 'name': 'Documentary'}]",,408405,tt0236481,"['CA', 'US']",en,Maud Lewis: A World Without Shadows,"Set against a background of her paintings and the Yarmouth, Nova Scotia, landscapes they depict, this short documentary is a portrait of the life and work of one of Canada's foremost primitive painters, Maud Lewis. Emerging from her youth crippled with arthritis, Lewis escaped into her painting at the age of 30. She had never seen a work of art and had never attended an art class but her paintings captured the simple strength, beauty and happiness of the world she saw - a world without shadows.",0.0143,/oB093oqtvXikmixc5HQNbwFgpfn.jpg,"[{'id': 10473, 'logo_path': '/lMUDQZVtg8On4PAW5XFQPaQy6UK.png', 'name': 'ONF | NFB', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1976-01-01,0,10,[],Released,,Maud Lewis: A World Without Shadows,False,0.0,0
False,/4gBp0F0pdAcL6RPtGCVl7vtkm2H.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,391039,tt5460658,['IR'],fa,ابد و یک روز,"Somaieh, the youngest daughter of an indigent family, is getting married and fear is overwhelming each and every member of the family regarding how to overcome their difficulties after she's gone.",2.6533,/oy0KMmuGr3pnobRZo5eZSvlmtg9.jpg,"[{'id': 74144, 'logo_path': '/hhZdvoATYo5nuJivmRKPo7gCEXW.png', 'name': 'Filmiran', 'origin_country': 'IR'}]","[{'iso_3166_1': 'IR', 'name': 'Iran'}]",2016-03-16,0,112,"[{'english_name': 'Persian', 'iso_639_1': 'fa', 'name': 'فارسی'}]",Released,"We all die one day, don't worry, no one's ever left alive.",Life and a Day,False,7.87,69
False,/yLunjDhF9TOqeQX1sjsRWX4SACh.jpg,,0,"[{'id': 16, 'name': 'Animation'}]",,852076,tt16163372,['SK'],sk,Zvuky spoza lúky,"A troubadour is expelled from the city when the queen sees his disfigured face. The palace guards smash his instrument as punishment, but the musician does not lose his determination to continue making music.",0.1601,/6GZc136a28rT9diH8pW76GtcxIW.jpg,"[{'id': 118626, 'logo_path': None, 'name': 'Univerzita Tomáše Bati ve Zlíně', 'origin_country': 'CZ'}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'SK', 'name': 'Slovakia'}]",2022-09-16,0,15,"[{'english_name': 'No Language', 'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Sounds Between the Crowns,False,7.0,1
False,,,0,[],,1568446,tt0926550,['US'],en,For King and Country: Out There,"1915: Determined to do her bit for the country, young Annie Hudd has a burning desire to go to France to help the wounded soldiers but suffers many setbacks before her ambition to become a nurse on the battlefields is realized.",0.5362,,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1963-08-06,0,80,[],Released,,For King and Country: Out There,False,0.0,0
True,,,0,[],,1513141,tt0348722,['FR'],fr,Pornographie chez Madame Saint-Claude,,0.0,/3Q04Tsuj4MA7p3pDa8KheYPXqps.jpg,"[{'id': 1751, 'logo_path': None, 'name': 'Sphinx Films', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1975-11-12,0,0,[],Released,,Pornographie chez Madame Saint-Claude,False,0.0,1
False,,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",,168007,tt0066557,['DE'],de,Wenn du bei mir bist,,0.9654,/2R9s7SWWHu3MKbpZH0uiKkuFlz3.jpg,"[{'id': 2013, 'logo_path': None, 'name': 'Divina-Film', 'origin_country': 'DE'}, {'id': 10437, 'logo_path': None, 'name': 'Lisa Film', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1970-08-14,0,101,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Wenn du bei mir bist,False,4.0,2
False,,,0,[],,1105057,,['JP'],xx,迷宮,,0.0071,/72tEftcgJwD55tXRhLD51QgFzm1.jpg,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1982-01-01,0,9,"[{'english_name': 'No Language', 'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Labyrinth,False,0.0,0
False,/zzxgVdNs5eL0eluOHyt4jXyPyl9.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,293681,tt0199791,['MX'],es,El muro del silencio,"Regina, who lives with her son Daniel, loses her teaching job because his illegitimacy. She opens a sewing shop and keeps her child away from people. The movie narrates the dramatic relationship between a mother, her illegitimate child and the puritanical society around them.",0.6542,/idr6L8fBTxuitxAAqefXVEpdMEF.jpg,"[{'id': 5153, 'logo_path': '/d4BySWBlcGBBY58FG78DWMi9nrs.png', 'name': 'Estudios Churubusco Azteca', 'origin_country': 'MX'}, {'id': 17785, 'logo_path': None, 'name': 'Producciones Escorpión', 'origin_country': ''}]","[{'iso_3166_1': 'CO', 'name': 'Colombia'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}]",1974-01-31,0,105,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,The Wall of Silence,False,5.286,7
False,/5sgNFWHAfhEcbEiRGkVrh2fguqA.jpg,,0,"[{'id': 35, 'name': 'Comedy'}]",,530174,,['US'],en,One Step At A Time,"Davenport, Indiana is set on a course to progress when Mayor Pat McCoy decides to modernize the everyday crosswalk.",1.0183,/nrMPnnAbYtU0Jv7RrmFK0blPi6T.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-02-27,0,7,[],Released,It's time to cross the street!,One Step At A Time,False,0.0,0
False,,"{'id': 645232, 'name': 'The Shammies', 'poster_path': '/ubnnnnrg6hhDcLssxr9Qgblh4Tu.jpg', 'backdrop_path': None}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,1222507,,['LV'],lv,Kā Lupatiņi mazgājās,"The little friends Lupatiņi—Sockie, Mitten, Pillowie, and Hanky—go to wash up in the evening. They discover that there is no bathroom monster, get to know water and the faucet, enjoy swimming, and compose a song about washing for the Cat.",0.048,,"[{'id': 101914, 'logo_path': None, 'name': 'Atom Art', 'origin_country': 'LV'}]","[{'iso_3166_1': 'LV', 'name': 'Latvia'}]",2010-01-01,0,0,[],Released,,How the Shammies Bathed,False,0.0,0
False,,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",,1429203,tt2076347,['US'],en,Terminator: Termination,"The year is 2019. The war between the humans and the machines rages on. A resistance has formed, led by John Connor. He is the last hope for the survival of the human race. The Machines want him dead.",2.5711,/3Fa6SWKynQUvQjbxgFE71IarQ9T.jpg,[],[],2012-04-18,0,6,[],Released,,Terminator: Termination,False,0.0,0
False,/oOFivmjacLEGBHj9eCOFE4UbAUF.jpg,,0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,484819,tt7009956,['JP'],ja,おじいちゃん、死んじゃったって。,A 20 something girl Yoshiko is having sex with her boyfriend when a shocking telephone call arrives - grandpa has passed away. The lightning from clear sky doesnt derail only the life of Yoshiko but summons the rest of the dysfunctional Haruno family to the ancenstral country house to pay their respects to the deceased - and unleash their quarrels between themselves and with the world at large.,4.6723,/wCjfUzBMT6pIO7v88tHq2JHHcyE.jpg,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2017-10-29,0,104,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,"Goodbye, Grandpa!",False,0.0,0
False,/k2OrpYqT9xJPvX66TX0jMnUnd64.jpg,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",,338020,tt0025714,['US'],en,Return of the Terror,"""The Terror"", a killer whose identity is unknown, occupies an English country house that has been converted into an inn.",1.2449,/inNTGDoMmDw4xel0xHCMsvuWLqE.jpg,"[{'id': 3245, 'logo_path': '/9dBTQp9XitrHkx20i1r9HhZ3Q6B.png', 'name': 'First National Pictures', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/ingPVoHnINIrFR7WHmYux1f5pES.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1934-07-07,0,65,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Answer These If You Can! HOW CAN a skeleton administer poison? HOW CAN light make things invisible? HOW CAN drowning bring the dead to life? Get the amazing answers from famous Edgar Wallace in RETURN OF THE TERROR,Return of the Terror,False,6.0,1
False,,,0,[],,1071189,tt18569336,['FR'],fr,Votez jeunesse!,"In 2017, Cohen, Chloe, Marie, Aline and Alexandre participated for the first time in a presidential election. They shared their commitments, their hopes and their fears in short documentaries, which collected the words of thirty first-time voters. Five years later, the country has changed, and they, between commitment and disillusionment, what do they think of politics now?",0.0193,/PBg4AN2kG5TekvSNHRuqbiyozD.jpg,[],[],2022-02-23,0,53,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Votez jeunesse!,False,0.0,0
False,/dqmKrZOszboWxW3RCfcoxCMyiMe.jpg,,0,"[{'id': 99, 'name': 'Documentary'}]",,726815,tt1570460,['US'],en,Capturing the Light,"Follows the true story of a Canadian woman, Dorothy Izatt, a contactee for alien visitors who has accumulated over 30,000 feet of film footage backing her claim.",0.082,/oMB2yhRZxB8nDQH5IOHQZ0d1OTd.jpg,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-01-01,0,45,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Capturing the Light,True,7.0,2
False,/olPfhDZhgRrABhARC5sL4c6gHbd.jpg,,0,"[{'id': 99, 'name': 'Documentary'}]",,319087,tt4370926,['CA'],en,A Gay Girl in Damascus: The Amina Profile,"There is no indication that this typical online flirtation between two strangers would turn into a case of shocking international intrigue. For months, Sandra in Montreal and Amina, a Syrian-American, bond romantically and intellectually. Encouraged by Sandra, Amina launches a blog called ""A Gay Girl in Damascus,"" representing a marginalized voice in the Middle East on politics, religion, and sexuality. Rapidly garnering worldwide attention, Amina becomes something of a star blogger. But when Syria enters the Arab uprising of 2011, Sandra receives word that Amina has been kidnapped, and soon the search for Amina becomes a global concern and an even larger mystery to solve.",0.3609,/kYLKxnQ1XQhmvRjREyu7H2iDSOi.jpg,"[{'id': 10473, 'logo_path': '/lMUDQZVtg8On4PAW5XFQPaQy6UK.png', 'name': 'ONF | NFB', 'origin_country': 'CA'}, {'id': 44810, 'logo_path': '/fwnOlu3T5VrgVWruS7rck7tWprC.png', 'name': 'Les Films du 3 Mars', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2015-01-24,0,84,"[{'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,Sign In For Love And Revolution,A Gay Girl in Damascus: The Amina Profile,False,5.929,14
False,,,0,"[{'id': 99, 'name': 'Documentary'}]",https://vimeo.com/45695304,393366,tt4510204,['ES'],es,Laboratorio Val del Omar,"Documentary about the life, concepts, philosophy, and filmic techniques of master experimentalist José Val del Omar.",0.0071,/zmap0Vz1nNB4DHbBErHZgCO6mGC.jpg,[],"[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2010-04-18,0,60,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,Val del Omar Laboratory,False,0.0,0
False,/h3vctOuLlF0V3liuTfaWVC9utKG.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,18764,tt0105399,['HK'],cn,双龙会,"Twins, separated at birth, end up as a Hong Kong gangster and a New York concert pianist. When the pianist travels to Hong Kong for a concert, the two inevitably get mistaken for each other.",4.7267,/tm153lMrHy6HykEYwoP0EI3dQ8k.jpg,"[{'id': 71988, 'logo_path': None, 'name': 'Hong Kong Film Directors Guild', 'origin_country': ''}, {'id': 3054, 'logo_path': None, 'name': 'Golden Way Films Ltd.', 'origin_country': 'HK'}, {'id': 2734, 'logo_path': None, 'name': 'Paragon Films', 'origin_country': 'HK'}, {'id': 2521, 'logo_path': '/e9lXexogBN1nOXA8axzASggea8B.png', 'name': 'Orange Sky Golden Harvest', 'origin_country': 'HK'}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",1992-01-15,46861333,104,"[{'english_name': 'Cantonese', 'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]",Released,Twice the action!,Twin Dragons,False,6.744,408
False,/wV29kq3is6bMOlVUkFSLekjyA8r.jpg,"{'id': 1036830, 'name': 'Just Retired Collection', 'poster_path': '/6dVB5VqEIS4WrgXYXEZrRIqekuE.jpg', 'backdrop_path': '/veKJlJYey0hgTSmWkku3L0uRaZW.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}]",,892535,tt15035902,['FR'],fr,Joyeuse retraite 2,"Marilou and Philippe decide to show their grandchildren their new holiday home in Portugal. But once there, they discover to their horror that the house is still under construction. This is just the beginning of the problems for the grandparents, because soon they will lose their children. They have only two days left to find them, before their parents join them.",1.4421,/yKAJgM7oWE787HwKYSejg3Q6ocL.jpg,"[{'id': 16422, 'logo_path': '/19yhde0kh9fJ0O6njd38ZkciSe4.png', 'name': 'Fado Filmes', 'origin_country': 'PT'}, {'id': 3092, 'logo_path': None, 'name': 'Les Films Manuel Munz', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'PT', 'name': 'Portugal'}]",2022-07-20,0,92,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Just Retired 2,False,5.236,110
True,,,0,[],,1493813,,['JP'],ja,調教24時間 淫虐編,BDSM Adult Video.,0.0,,"[{'id': 18959, 'logo_path': '/5EoglAoxj6uAasHDFPydT0hAfkw.png', 'name': 'V&R Planning', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1986-07-30,0,60,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,24 Hours of Training: Lewdness,False,0.0,0
False,,,0,"[{'id': 16, 'name': 'Animation'}]",,1426030,tt35961129,['US'],en,Vermin Beings,Two humans reflect the feral side of humanity as they compete for resources and discover an enticing new contraption in the convenience store.,0.1021,,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-02-20,0,1,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Vermin Beings,False,0.0,0
False,/vuOd4RcwldW7KsT1Th5pts87EwW.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,284798,tt1121983,['CN'],zh,最後一個冬日,Three young people meet by chance on their way to visit relatives imprisoned in a remote labor camp.,0.7478,/lNgiWIeWLmfAl5RHILL7i3YZW8s.jpg,"[{'id': 151311, 'logo_path': None, 'name': 'Ningxia Film Group', 'origin_country': 'CN'}, {'id': 13280, 'logo_path': None, 'name': 'Xiaoxiang Productions Ltd.', 'origin_country': ''}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",1986-01-02,0,92,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,The Last Day of Winter,False,0.0,0
False,/ttSqbpXPTBITtX9ijGmyYv58Kno.jpg,,200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}]",http://robinhoodthemovie.com,20662,tt0955308,"['US', 'GB']",en,Robin Hood,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",5.5983,/9NS5QGOfck24yL3bZqWeW06PgPC.jpg,"[{'id': 23, 'logo_path': '/bJOFo2ufq7iFC1F4qZm8aLxF5aS.png', 'name': 'Imagine Entertainment', 'origin_country': 'US'}, {'id': 7295, 'logo_path': '/5MYE96QiE5a5oFhXxFb4y8ILSpw.png', 'name': 'Relativity Media', 'origin_country': 'US'}, {'id': 221347, 'logo_path': '/6Ry6uNBaa0IbbSs1XYIgX5DkA9r.png', 'name': 'Scott Free Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-05-12,321669741,140,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Ukrainian', 'iso_639_1': 'uk', 'name': 'Український'}]",Released,"Rise and rise again, until lambs become lions",Robin Hood,False,6.394,4840
False,,,0,[],,552983,,['US'],en,Fairfax Avenue,"Janet Leigh commands her close-up as the faux Norma Desmond character in what an elaborate title sequence identifies as “the Jewish Sunset Boulevard.” Tony Curtis finds his inner boy-toy as the Desmond character’s companion and ostensible screenwriter, while Dean Martin defies typecasting as the Italian tenor who croons the title song.",0.3204,,[],[],1951-01-01,0,30,[],Released,,Fairfax Avenue,False,0.0,0
False,/lBksarx4TlmVlf4QcGrzLzVpgA3.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10770, 'name': 'TV Movie'}]",,265755,tt1164091,['US'],en,Cyrano de Bergerac,The charismatic swordsman-poet helps another woo the woman he loves.,1.5478,/AlGwXlXMzqSNGHvv8zBlmDaZwtF.jpg,[],[],2008-12-26,0,143,[],Released,,Cyrano de Bergerac,False,6.4,4
False,,,0,[],,1561927,,['IT'],it,AIDA,,0.0071,/5I2FkpQmlBJJZZRlr5OtPVmx8ab.jpg,"[{'id': 168008, 'logo_path': '/7FcWRLuIiw3iD6mCOmjUIznp4V0.png', 'name': 'Rai Documentari', 'origin_country': 'IT'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",,0,0,"[{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,AIDA,False,0.0,0
False,,,0,"[{'id': 27, 'name': 'Horror'}]",,956572,tt1410015,['US'],en,The Crystal Lake Massacres Revisited - Part IV,"A mockumentary exploring the Jason Voorhees murders at Crystal Lake with interviews from local townsfolk, skeptics and historians.",0.0,,[],[],2009-01-01,0,0,[],Released,,The Crystal Lake Massacres Revisited - Part IV,False,7.0,1
False,/bUPe9mJNKBsHFKrkNk050V8qQT2.jpg,,0,"[{'id': 99, 'name': 'Documentary'}]",,147397,tt0216924,['US'],en,Mr. Edison at Work in His Chemical Laboratory,"“This film is remarkable in several respects. In the first place, it is full life-size. Secondly, it is the only accurate recent portrait of the great inventor. The scene is an actual one, showing Mr. Edison in working dress engaged in an interesting chemical experiment in his great Laboratory. There is sufficient movement to lead the spectator through the several processes of mixing, pouring, testing, etc. as if he were side by side with the principal. The lights and shadows are vivid, and the apparatus and other accessories complete a startling picture that will appeal to every beholder.” (Edison Catalog)",0.1221,/fY6irlW1MhynSvKOzkFdzVo1IXQ.jpg,"[{'id': 18758, 'logo_path': '/fe3cMUJLhbkTM9PDxdDA8hQpAxp.png', 'name': 'Edison Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1897-05-31,0,1,"[{'english_name': 'No Language', 'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Mr. Edison at Work in His Chemical Laboratory,False,5.1,38
False,/iu0ZwgyzlTCXDFNAgal0M699g2Y.jpg,,0,"[{'id': 878, 'name': 'Science Fiction'}]",,339254,tt3948174,['US'],en,State Zero,"In the near future, the capital of Sweden has turned into a post-apocalyptic wasteland. we join four soldiers on a routine mission in 'zone 3', with the assignment to investigate an old surveillance tower that just went offline.",1.7745,/hFQNHzCzpxodxkSN297RspgbZYy.jpg,"[{'id': 61849, 'logo_path': None, 'name': 'AW Films', 'origin_country': ''}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",2015-03-31,0,15,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,State Zero,False,5.9,18
False,,,0,"[{'id': 18, 'name': 'Drama'}]",https://www.getafilms.com/the-man-who-changed-okinawa,750509,,['JP'],ja,沖縄を変えた男,"A teacher leads an unlikely team to a high school baseball championship in this sports drama. Managing a team on the verge of extinction, teacher Hiroyoshi rallies the squad on an underdog journey.",3.7507,/tXC4J1KPQFExIQNo2vHMC4G5Pu5.jpg,[],[],2016-04-21,0,121,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,The Man Who Changed Okinawa,False,9.0,1
False,,,0,"[{'id': 18, 'name': 'Drama'}]",,78926,,['IN'],ta,ராமன் ஸ்ரீராமன்,,3.343,,[],[],1985-03-23,0,0,[],Released,,Raman Sriraman,False,0.0,0
